id,date,store_nbr,family,sales,onpromotion
23,1/1/2013,1,"LIQUOR,WINE,BEER",0,0
56,1/1/2013,10,"LIQUOR,WINE,BEER",0,0
89,1/1/2013,11,"LIQUOR,WINE,BEER",0,0
122,1/1/2013,12,"LIQUOR,WINE,BEER",0,0
155,1/1/2013,13,"LIQUOR,WINE,BEER",0,0
188,1/1/2013,14,"LIQUOR,WINE,BEER",0,0
221,1/1/2013,15,"LIQUOR,WINE,BEER",0,0
254,1/1/2013,16,"LIQUOR,WINE,BEER",0,0
287,1/1/2013,17,"LIQUOR,WINE,BEER",0,0
320,1/1/2013,18,"LIQUOR,WINE,BEER",0,0
353,1/1/2013,19,"LIQUOR,WINE,BEER",0,0
386,1/1/2013,2,"LIQUOR,WINE,BEER",0,0
419,1/1/2013,20,"LIQUOR,WINE,BEER",0,0
452,1/1/2013,21,"LIQUOR,WINE,BEER",0,0
485,1/1/2013,22,"LIQUOR,WINE,BEER",0,0
518,1/1/2013,23,"LIQUOR,WINE,BEER",0,0
551,1/1/2013,24,"LIQUOR,WINE,BEER",0,0
584,1/1/2013,25,"LIQUOR,WINE,BEER",105,0
617,1/1/2013,26,"LIQUOR,WINE,BEER",0,0
650,1/1/2013,27,"LIQUOR,WINE,BEER",0,0
683,1/1/2013,28,"LIQUOR,WINE,BEER",0,0
716,1/1/2013,29,"LIQUOR,WINE,BEER",0,0
749,1/1/2013,3,"LIQUOR,WINE,BEER",0,0
782,1/1/2013,30,"LIQUOR,WINE,BEER",0,0
815,1/1/2013,31,"LIQUOR,WINE,BEER",0,0
848,1/1/2013,32,"LIQUOR,WINE,BEER",0,0
881,1/1/2013,33,"LIQUOR,WINE,BEER",0,0
914,1/1/2013,34,"LIQUOR,WINE,BEER",0,0
947,1/1/2013,35,"LIQUOR,WINE,BEER",0,0
980,1/1/2013,36,"LIQUOR,WINE,BEER",0,0
1013,1/1/2013,37,"LIQUOR,WINE,BEER",0,0
1046,1/1/2013,38,"LIQUOR,WINE,BEER",0,0
1079,1/1/2013,39,"LIQUOR,WINE,BEER",0,0
1112,1/1/2013,4,"LIQUOR,WINE,BEER",0,0
1145,1/1/2013,40,"LIQUOR,WINE,BEER",0,0
1178,1/1/2013,41,"LIQUOR,WINE,BEER",0,0
1211,1/1/2013,42,"LIQUOR,WINE,BEER",0,0
1244,1/1/2013,43,"LIQUOR,WINE,BEER",0,0
1277,1/1/2013,44,"LIQUOR,WINE,BEER",0,0
1310,1/1/2013,45,"LIQUOR,WINE,BEER",0,0
1343,1/1/2013,46,"LIQUOR,WINE,BEER",0,0
1376,1/1/2013,47,"LIQUOR,WINE,BEER",0,0
1409,1/1/2013,48,"LIQUOR,WINE,BEER",0,0
1442,1/1/2013,49,"LIQUOR,WINE,BEER",0,0
1475,1/1/2013,5,"LIQUOR,WINE,BEER",0,0
1508,1/1/2013,50,"LIQUOR,WINE,BEER",0,0
1541,1/1/2013,51,"LIQUOR,WINE,BEER",0,0
1574,1/1/2013,52,"LIQUOR,WINE,BEER",0,0
1607,1/1/2013,53,"LIQUOR,WINE,BEER",0,0
1640,1/1/2013,54,"LIQUOR,WINE,BEER",0,0
1673,1/1/2013,6,"LIQUOR,WINE,BEER",0,0
1706,1/1/2013,7,"LIQUOR,WINE,BEER",0,0
1739,1/1/2013,8,"LIQUOR,WINE,BEER",0,0
1772,1/1/2013,9,"LIQUOR,WINE,BEER",0,0
1805,1/2/2013,1,"LIQUOR,WINE,BEER",67,0
1838,1/2/2013,10,"LIQUOR,WINE,BEER",6,0
1871,1/2/2013,11,"LIQUOR,WINE,BEER",29,0
1904,1/2/2013,12,"LIQUOR,WINE,BEER",36,0
1937,1/2/2013,13,"LIQUOR,WINE,BEER",17,0
1970,1/2/2013,14,"LIQUOR,WINE,BEER",10,0
2003,1/2/2013,15,"LIQUOR,WINE,BEER",16,0
2036,1/2/2013,16,"LIQUOR,WINE,BEER",17,0
2069,1/2/2013,17,"LIQUOR,WINE,BEER",120,0
2102,1/2/2013,18,"LIQUOR,WINE,BEER",24,0
2135,1/2/2013,19,"LIQUOR,WINE,BEER",1,0
2168,1/2/2013,2,"LIQUOR,WINE,BEER",29,0
2201,1/2/2013,20,"LIQUOR,WINE,BEER",0,0
2234,1/2/2013,21,"LIQUOR,WINE,BEER",0,0
2267,1/2/2013,22,"LIQUOR,WINE,BEER",0,0
2300,1/2/2013,23,"LIQUOR,WINE,BEER",26,0
2333,1/2/2013,24,"LIQUOR,WINE,BEER",49,0
2366,1/2/2013,25,"LIQUOR,WINE,BEER",113,0
2399,1/2/2013,26,"LIQUOR,WINE,BEER",11,0
2432,1/2/2013,27,"LIQUOR,WINE,BEER",47,0
2465,1/2/2013,28,"LIQUOR,WINE,BEER",45,0
2498,1/2/2013,29,"LIQUOR,WINE,BEER",0,0
2531,1/2/2013,3,"LIQUOR,WINE,BEER",122,0
2564,1/2/2013,30,"LIQUOR,WINE,BEER",8,0
2597,1/2/2013,31,"LIQUOR,WINE,BEER",9,0
2630,1/2/2013,32,"LIQUOR,WINE,BEER",31,0
2663,1/2/2013,33,"LIQUOR,WINE,BEER",2,0
2696,1/2/2013,34,"LIQUOR,WINE,BEER",47,0
2729,1/2/2013,35,"LIQUOR,WINE,BEER",22,0
2762,1/2/2013,36,"LIQUOR,WINE,BEER",0,0
2795,1/2/2013,37,"LIQUOR,WINE,BEER",84,0
2828,1/2/2013,38,"LIQUOR,WINE,BEER",47,0
2861,1/2/2013,39,"LIQUOR,WINE,BEER",33,0
2894,1/2/2013,4,"LIQUOR,WINE,BEER",27,0
2927,1/2/2013,40,"LIQUOR,WINE,BEER",7,0
2960,1/2/2013,41,"LIQUOR,WINE,BEER",13,0
2993,1/2/2013,42,"LIQUOR,WINE,BEER",0,0
3026,1/2/2013,43,"LIQUOR,WINE,BEER",151,0
3059,1/2/2013,44,"LIQUOR,WINE,BEER",250,0
3092,1/2/2013,45,"LIQUOR,WINE,BEER",74,0
3125,1/2/2013,46,"LIQUOR,WINE,BEER",61,0
3158,1/2/2013,47,"LIQUOR,WINE,BEER",93,0
3191,1/2/2013,48,"LIQUOR,WINE,BEER",50,0
3224,1/2/2013,49,"LIQUOR,WINE,BEER",131,0
3257,1/2/2013,5,"LIQUOR,WINE,BEER",73,0
3290,1/2/2013,50,"LIQUOR,WINE,BEER",111,0
3323,1/2/2013,51,"LIQUOR,WINE,BEER",65,0
3356,1/2/2013,52,"LIQUOR,WINE,BEER",0,0
3389,1/2/2013,53,"LIQUOR,WINE,BEER",0,0
3422,1/2/2013,54,"LIQUOR,WINE,BEER",18,0
3455,1/2/2013,6,"LIQUOR,WINE,BEER",39,0
3488,1/2/2013,7,"LIQUOR,WINE,BEER",78,0
3521,1/2/2013,8,"LIQUOR,WINE,BEER",80,0
3554,1/2/2013,9,"LIQUOR,WINE,BEER",22,0
3587,1/3/2013,1,"LIQUOR,WINE,BEER",66,0
