id,date,store_nbr,family,sales,onpromotion
29,1/1/2013,1,POULTRY,0,0
62,1/1/2013,10,POULTRY,0,0
95,1/1/2013,11,POULTRY,0,0
128,1/1/2013,12,POULTRY,0,0
161,1/1/2013,13,POULTRY,0,0
194,1/1/2013,14,POULTRY,0,0
227,1/1/2013,15,POULTRY,0,0
260,1/1/2013,16,POULTRY,0,0
293,1/1/2013,17,POULTRY,0,0
326,1/1/2013,18,POULTRY,0,0
359,1/1/2013,19,POULTRY,0,0
392,1/1/2013,2,POULTRY,0,0
425,1/1/2013,20,POULTRY,0,0
458,1/1/2013,21,POULTRY,0,0
491,1/1/2013,22,POULTRY,0,0
524,1/1/2013,23,POULTRY,0,0
557,1/1/2013,24,POULTRY,0,0
590,1/1/2013,25,POULTRY,42.637,0
623,1/1/2013,26,POULTRY,0,0
656,1/1/2013,27,POULTRY,0,0
689,1/1/2013,28,POULTRY,0,0
722,1/1/2013,29,POULTRY,0,0
755,1/1/2013,3,POULTRY,0,0
788,1/1/2013,30,POULTRY,0,0
821,1/1/2013,31,POULTRY,0,0
854,1/1/2013,32,POULTRY,0,0
887,1/1/2013,33,POULTRY,0,0
920,1/1/2013,34,POULTRY,0,0
953,1/1/2013,35,POULTRY,0,0
986,1/1/2013,36,POULTRY,0,0
1019,1/1/2013,37,POULTRY,0,0
1052,1/1/2013,38,POULTRY,0,0
1085,1/1/2013,39,POULTRY,0,0
1118,1/1/2013,4,POULTRY,0,0
1151,1/1/2013,40,POULTRY,0,0
1184,1/1/2013,41,POULTRY,0,0
1217,1/1/2013,42,POULTRY,0,0
1250,1/1/2013,43,POULTRY,0,0
1283,1/1/2013,44,POULTRY,0,0
1316,1/1/2013,45,POULTRY,0,0
1349,1/1/2013,46,POULTRY,0,0
1382,1/1/2013,47,POULTRY,0,0
1415,1/1/2013,48,POULTRY,0,0
1448,1/1/2013,49,POULTRY,0,0
1481,1/1/2013,5,POULTRY,0,0
1514,1/1/2013,50,POULTRY,0,0
1547,1/1/2013,51,POULTRY,0,0
1580,1/1/2013,52,POULTRY,0,0
1613,1/1/2013,53,POULTRY,0,0
1646,1/1/2013,54,POULTRY,0,0
1679,1/1/2013,6,POULTRY,0,0
1712,1/1/2013,7,POULTRY,0,0
1745,1/1/2013,8,POULTRY,0,0
1778,1/1/2013,9,POULTRY,0,0
1811,1/2/2013,1,POULTRY,247.297,0
1844,1/2/2013,10,POULTRY,146.784,0
1877,1/2/2013,11,POULTRY,548.031,0
1910,1/2/2013,12,POULTRY,103.168,0
1943,1/2/2013,13,POULTRY,102.38,0
1976,1/2/2013,14,POULTRY,98.178,0
2009,1/2/2013,15,POULTRY,0,0
2042,1/2/2013,16,POULTRY,117.988,0
2075,1/2/2013,17,POULTRY,223.623,0
2108,1/2/2013,18,POULTRY,173.817,0
2141,1/2/2013,19,POULTRY,59.947998,0
2174,1/2/2013,2,POULTRY,342.50598,0
2207,1/2/2013,20,POULTRY,0,0
2240,1/2/2013,21,POULTRY,0,0
2273,1/2/2013,22,POULTRY,0,0
2306,1/2/2013,23,POULTRY,342.012,0
2339,1/2/2013,24,POULTRY,169.439,0
2372,1/2/2013,25,POULTRY,115.302,0
2405,1/2/2013,26,POULTRY,256.761,0
2438,1/2/2013,27,POULTRY,279.86,0
2471,1/2/2013,28,POULTRY,155.425,0
2504,1/2/2013,29,POULTRY,0,0
2537,1/2/2013,3,POULTRY,681.348,0
2570,1/2/2013,30,POULTRY,74.799,0
2603,1/2/2013,31,POULTRY,91.735,0
2636,1/2/2013,32,POULTRY,45.983,0
2669,1/2/2013,33,POULTRY,2.906,0
2702,1/2/2013,34,POULTRY,0,0
2735,1/2/2013,35,POULTRY,5.301,0
2768,1/2/2013,36,POULTRY,0,0
2801,1/2/2013,37,POULTRY,248.552,0
2834,1/2/2013,38,POULTRY,137.539,0
2867,1/2/2013,39,POULTRY,148.59601,0
2900,1/2/2013,4,POULTRY,385.80698,0
2933,1/2/2013,40,POULTRY,11.446,0
2966,1/2/2013,41,POULTRY,105.501,0
2999,1/2/2013,42,POULTRY,0,0
3032,1/2/2013,43,POULTRY,66.161,0
3065,1/2/2013,44,POULTRY,1034.765,0
3098,1/2/2013,45,POULTRY,727.80597,0
3131,1/2/2013,46,POULTRY,1198.384,0
3164,1/2/2013,47,POULTRY,1041.043,0
3197,1/2/2013,48,POULTRY,1014.5,0
3230,1/2/2013,49,POULTRY,411.833,0
3263,1/2/2013,5,POULTRY,311.913,0
3296,1/2/2013,50,POULTRY,343.188,0
3329,1/2/2013,51,POULTRY,469.826,0
3362,1/2/2013,52,POULTRY,0,0
3395,1/2/2013,53,POULTRY,0,0
3428,1/2/2013,54,POULTRY,15.514,0
3461,1/2/2013,6,POULTRY,587.206,0
3494,1/2/2013,7,POULTRY,316.341,0
3527,1/2/2013,8,POULTRY,364.081,0
3560,1/2/2013,9,POULTRY,651.292,0
3593,1/3/2013,1,POULTRY,187.278,0
3626,1/3/2013,10,POULTRY,148.317,0
3659,1/3/2013,11,POULTRY,526.114,0
3692,1/3/2013,12,POULTRY,97.86,0
3725,1/3/2013,13,POULTRY,66.827995,0
3758,1/3/2013,14,POULTRY,79.743996,0
3791,1/3/2013,15,POULTRY,77.516,0
3824,1/3/2013,16,POULTRY,99.455,0
3857,1/3/2013,17,POULTRY,173.8,0
3890,1/3/2013,18,POULTRY,105.737,0
3923,1/3/2013,19,POULTRY,53.812,0
3956,1/3/2013,2,POULTRY,317.652,0
3989,1/3/2013,20,POULTRY,0,0
4022,1/3/2013,21,POULTRY,0,0
4055,1/3/2013,22,POULTRY,0,0
4088,1/3/2013,23,POULTRY,155.83899,0
4121,1/3/2013,24,POULTRY,313.255,0
4154,1/3/2013,25,POULTRY,81.645,0
4187,1/3/2013,26,POULTRY,138.064,0
4220,1/3/2013,27,POULTRY,134.271,0
4253,1/3/2013,28,POULTRY,117.267,0
4286,1/3/2013,29,POULTRY,0,0
4319,1/3/2013,3,POULTRY,566.789,0
4352,1/3/2013,30,POULTRY,106.57,0
4385,1/3/2013,31,POULTRY,22.118,0
4418,1/3/2013,32,POULTRY,61.399002,0
4451,1/3/2013,33,POULTRY,157.534,0
4484,1/3/2013,34,POULTRY,139.185,0
4517,1/3/2013,35,POULTRY,14.931,0
4550,1/3/2013,36,POULTRY,0,0
4583,1/3/2013,37,POULTRY,132.977,0
4616,1/3/2013,38,POULTRY,123.306,0
4649,1/3/2013,39,POULTRY,123.385,0
4682,1/3/2013,4,POULTRY,319.433,0
4715,1/3/2013,40,POULTRY,83.282,0
4748,1/3/2013,41,POULTRY,82.101,0
4781,1/3/2013,42,POULTRY,0,0
4814,1/3/2013,43,POULTRY,113.082,0
4847,1/3/2013,44,POULTRY,703.156,0
4880,1/3/2013,45,POULTRY,536.91797,0
4913,1/3/2013,46,POULTRY,704.825,0
4946,1/3/2013,47,POULTRY,658.645,0
4979,1/3/2013,48,POULTRY,636.00903,0
5012,1/3/2013,49,POULTRY,198.99,0
5045,1/3/2013,5,POULTRY,196.459,0
5078,1/3/2013,50,POULTRY,245.629,0
5111,1/3/2013,51,POULTRY,380.38,0
5144,1/3/2013,52,POULTRY,0,0
5177,1/3/2013,53,POULTRY,0,0
5210,1/3/2013,54,POULTRY,4.313,0
5243,1/3/2013,6,POULTRY,441.639,0
5276,1/3/2013,7,POULTRY,259.789,0
5309,1/3/2013,8,POULTRY,277.6,0
5342,1/3/2013,9,POULTRY,509.496,0
5375,1/4/2013,1,POULTRY,258.023,0
5408,1/4/2013,10,POULTRY,111.159,0
5441,1/4/2013,11,POULTRY,494.52502,0
5474,1/4/2013,12,POULTRY,67.665,0
5507,1/4/2013,13,POULTRY,88.665,0
5540,1/4/2013,14,POULTRY,45.112,0
5573,1/4/2013,15,POULTRY,37.284,0
5606,1/4/2013,16,POULTRY,63.365,0
5639,1/4/2013,17,POULTRY,110.008995,0
5672,1/4/2013,18,POULTRY,41.665,0
5705,1/4/2013,19,POULTRY,10.51,0
5738,1/4/2013,2,POULTRY,305.019,0
5771,1/4/2013,20,POULTRY,0,0
5804,1/4/2013,21,POULTRY,0,0
5837,1/4/2013,22,POULTRY,0,0
5870,1/4/2013,23,POULTRY,178.879,0
5903,1/4/2013,24,POULTRY,403.879,0
5936,1/4/2013,25,POULTRY,140.73,0
5969,1/4/2013,26,POULTRY,147.51,0
