id,date,store_nbr,family,sales,onpromotion
25,1/1/2013,1,MEATS,0,0
58,1/1/2013,10,MEATS,0,0
91,1/1/2013,11,MEATS,0,0
124,1/1/2013,12,MEATS,0,0
157,1/1/2013,13,MEATS,0,0
190,1/1/2013,14,MEATS,0,0
223,1/1/2013,15,MEATS,0,0
256,1/1/2013,16,MEATS,0,0
289,1/1/2013,17,MEATS,0,0
322,1/1/2013,18,MEATS,0,0
355,1/1/2013,19,MEATS,0,0
388,1/1/2013,2,MEATS,0,0
421,1/1/2013,20,MEATS,0,0
454,1/1/2013,21,MEATS,0,0
487,1/1/2013,22,MEATS,0,0
520,1/1/2013,23,MEATS,0,0
553,1/1/2013,24,MEATS,0,0
586,1/1/2013,25,MEATS,110.801,0
619,1/1/2013,26,MEATS,0,0
652,1/1/2013,27,MEATS,0,0
685,1/1/2013,28,MEATS,0,0
718,1/1/2013,29,MEATS,0,0
751,1/1/2013,3,MEATS,0,0
784,1/1/2013,30,MEATS,0,0
817,1/1/2013,31,MEATS,0,0
850,1/1/2013,32,MEATS,0,0
883,1/1/2013,33,MEATS,0,0
916,1/1/2013,34,MEATS,0,0
949,1/1/2013,35,MEATS,0,0
982,1/1/2013,36,MEATS,0,0
1015,1/1/2013,37,MEATS,0,0
1048,1/1/2013,38,MEATS,0,0
1081,1/1/2013,39,MEATS,0,0
1114,1/1/2013,4,MEATS,0,0
1147,1/1/2013,40,MEATS,0,0
1180,1/1/2013,41,MEATS,0,0
1213,1/1/2013,42,MEATS,0,0
1246,1/1/2013,43,MEATS,0,0
1279,1/1/2013,44,MEATS,0,0
1312,1/1/2013,45,MEATS,0,0
1345,1/1/2013,46,MEATS,0,0
1378,1/1/2013,47,MEATS,0,0
1411,1/1/2013,48,MEATS,0,0
1444,1/1/2013,49,MEATS,0,0
1477,1/1/2013,5,MEATS,0,0
1510,1/1/2013,50,MEATS,0,0
1543,1/1/2013,51,MEATS,0,0
1576,1/1/2013,52,MEATS,0,0
1609,1/1/2013,53,MEATS,0,0
1642,1/1/2013,54,MEATS,0,0
1675,1/1/2013,6,MEATS,0,0
1708,1/1/2013,7,MEATS,0,0
1741,1/1/2013,8,MEATS,0,0
1774,1/1/2013,9,MEATS,0,0
1807,1/2/2013,1,MEATS,369.101,0
1840,1/2/2013,10,MEATS,291.14,0
1873,1/2/2013,11,MEATS,832.541,0
1906,1/2/2013,12,MEATS,232.349,0
1939,1/2/2013,13,MEATS,137.91,0
1972,1/2/2013,14,MEATS,368.732,0
2005,1/2/2013,15,MEATS,84.805,0
2038,1/2/2013,16,MEATS,12.584,0
2071,1/2/2013,17,MEATS,226.374,0
2104,1/2/2013,18,MEATS,117.167,0
2137,1/2/2013,19,MEATS,153.44101,0
2170,1/2/2013,2,MEATS,655.626,0
2203,1/2/2013,20,MEATS,0,0
2236,1/2/2013,21,MEATS,0,0
2269,1/2/2013,22,MEATS,0,0
2302,1/2/2013,23,MEATS,517.363,0
2335,1/2/2013,24,MEATS,453.601,0
2368,1/2/2013,25,MEATS,244.703,0
2401,1/2/2013,26,MEATS,381.225,0
2434,1/2/2013,27,MEATS,214.951,0
2467,1/2/2013,28,MEATS,45.007,0
2500,1/2/2013,29,MEATS,0,0
2533,1/2/2013,3,MEATS,945.636,0
2566,1/2/2013,30,MEATS,55.99,0
2599,1/2/2013,31,MEATS,91.72,0
2632,1/2/2013,32,MEATS,73.95,0
2665,1/2/2013,33,MEATS,58.864998,0
2698,1/2/2013,34,MEATS,113.802,0
2731,1/2/2013,35,MEATS,27.923,0
2764,1/2/2013,36,MEATS,0,0
2797,1/2/2013,37,MEATS,381.245,0
2830,1/2/2013,38,MEATS,291.152,0
2863,1/2/2013,39,MEATS,141.338,0
2896,1/2/2013,4,MEATS,494.204,0
2929,1/2/2013,40,MEATS,72.568,0
2962,1/2/2013,41,MEATS,158.544,0
2995,1/2/2013,42,MEATS,0,0
3028,1/2/2013,43,MEATS,57.174,0
3061,1/2/2013,44,MEATS,1072.927,0
3094,1/2/2013,45,MEATS,1640.979,0
3127,1/2/2013,46,MEATS,1966.993,0
3160,1/2/2013,47,MEATS,1143.33,0
3193,1/2/2013,48,MEATS,1757.04,0
3226,1/2/2013,49,MEATS,732.115,0
3259,1/2/2013,5,MEATS,455.39902,0
3292,1/2/2013,50,MEATS,875.581,0
3325,1/2/2013,51,MEATS,757.924,0
3358,1/2/2013,52,MEATS,0,0
3391,1/2/2013,53,MEATS,0,0
3424,1/2/2013,54,MEATS,73.771,0
3457,1/2/2013,6,MEATS,612.151,0
3490,1/2/2013,7,MEATS,475.592,0
3523,1/2/2013,8,MEATS,630.4,0
3556,1/2/2013,9,MEATS,374.531,0
3589,1/3/2013,1,MEATS,272.319,0
3622,1/3/2013,10,MEATS,279.74298,0
3655,1/3/2013,11,MEATS,677.96204,0
3688,1/3/2013,12,MEATS,180.388,0
3721,1/3/2013,13,MEATS,86.622,0
3754,1/3/2013,14,MEATS,413.152,0
3787,1/3/2013,15,MEATS,151.772,0
3820,1/3/2013,16,MEATS,82.96,0
3853,1/3/2013,17,MEATS,119.441,0
