id,date,store_nbr,family,sales,onpromotion
30,1/1/2013,1,PREPARED FOODS,0,0
63,1/1/2013,10,PREPARED FOODS,0,0
96,1/1/2013,11,PREPARED FOODS,0,0
129,1/1/2013,12,PREPARED FOODS,0,0
162,1/1/2013,13,PREPARED FOODS,0,0
195,1/1/2013,14,PREPARED FOODS,0,0
228,1/1/2013,15,PREPARED FOODS,0,0
261,1/1/2013,16,PREPARED FOODS,0,0
294,1/1/2013,17,PREPARED FOODS,0,0
327,1/1/2013,18,PREPARED FOODS,0,0
360,1/1/2013,19,PREPARED FOODS,0,0
393,1/1/2013,2,PREPARED FOODS,0,0
426,1/1/2013,20,PREPARED FOODS,0,0
459,1/1/2013,21,PREPARED FOODS,0,0
492,1/1/2013,22,PREPARED FOODS,0,0
525,1/1/2013,23,PREPARED FOODS,0,0
558,1/1/2013,24,PREPARED FOODS,0,0
591,1/1/2013,25,PREPARED FOODS,37.847,0
624,1/1/2013,26,PREPARED FOODS,0,0
657,1/1/2013,27,PREPARED FOODS,0,0
690,1/1/2013,28,PREPARED FOODS,0,0
723,1/1/2013,29,PREPARED FOODS,0,0
756,1/1/2013,3,PREPARED FOODS,0,0
789,1/1/2013,30,PREPARED FOODS,0,0
822,1/1/2013,31,PREPARED FOODS,0,0
855,1/1/2013,32,PREPARED FOODS,0,0
888,1/1/2013,33,PREPARED FOODS,0,0
921,1/1/2013,34,PREPARED FOODS,0,0
954,1/1/2013,35,PREPARED FOODS,0,0
987,1/1/2013,36,PREPARED FOODS,0,0
1020,1/1/2013,37,PREPARED FOODS,0,0
1053,1/1/2013,38,PREPARED FOODS,0,0
1086,1/1/2013,39,PREPARED FOODS,0,0
1119,1/1/2013,4,PREPARED FOODS,0,0
1152,1/1/2013,40,PREPARED FOODS,0,0
1185,1/1/2013,41,PREPARED FOODS,0,0
1218,1/1/2013,42,PREPARED FOODS,0,0
1251,1/1/2013,43,PREPARED FOODS,0,0
1284,1/1/2013,44,PREPARED FOODS,0,0
1317,1/1/2013,45,PREPARED FOODS,0,0
1350,1/1/2013,46,PREPARED FOODS,0,0
1383,1/1/2013,47,PREPARED FOODS,0,0
1416,1/1/2013,48,PREPARED FOODS,0,0
1449,1/1/2013,49,PREPARED FOODS,0,0
1482,1/1/2013,5,PREPARED FOODS,0,0
1515,1/1/2013,50,PREPARED FOODS,0,0
1548,1/1/2013,51,PREPARED FOODS,0,0
1581,1/1/2013,52,PREPARED FOODS,0,0
1614,1/1/2013,53,PREPARED FOODS,0,0
1647,1/1/2013,54,PREPARED FOODS,0,0
1680,1/1/2013,6,PREPARED FOODS,0,0
1713,1/1/2013,7,PREPARED FOODS,0,0
1746,1/1/2013,8,PREPARED FOODS,0,0
1779,1/1/2013,9,PREPARED FOODS,0,0
1812,1/2/2013,1,PREPARED FOODS,47,0
1845,1/2/2013,10,PREPARED FOODS,26,0
1878,1/2/2013,11,PREPARED FOODS,31,0
1911,1/2/2013,12,PREPARED FOODS,41,0
1944,1/2/2013,13,PREPARED FOODS,25,0
1977,1/2/2013,14,PREPARED FOODS,24,0
2010,1/2/2013,15,PREPARED FOODS,22,0
2043,1/2/2013,16,PREPARED FOODS,37,0
2076,1/2/2013,17,PREPARED FOODS,47,0
2109,1/2/2013,18,PREPARED FOODS,60,0
2142,1/2/2013,19,PREPARED FOODS,42,0
2175,1/2/2013,2,PREPARED FOODS,127.357,0
2208,1/2/2013,20,PREPARED FOODS,0,0
2241,1/2/2013,21,PREPARED FOODS,0,0
2274,1/2/2013,22,PREPARED FOODS,0,0
2307,1/2/2013,23,PREPARED FOODS,62,0
2340,1/2/2013,24,PREPARED FOODS,120.048996,0
2373,1/2/2013,25,PREPARED FOODS,95.581,0
2406,1/2/2013,26,PREPARED FOODS,38,0
2439,1/2/2013,27,PREPARED FOODS,82.63,0
2472,1/2/2013,28,PREPARED FOODS,57.757,0
2505,1/2/2013,29,PREPARED FOODS,0,0
2538,1/2/2013,3,PREPARED FOODS,428,0
2571,1/2/2013,30,PREPARED FOODS,20,0
2604,1/2/2013,31,PREPARED FOODS,14,0
2637,1/2/2013,32,PREPARED FOODS,15,0
2670,1/2/2013,33,PREPARED FOODS,64,0
2703,1/2/2013,34,PREPARED FOODS,51,0
2736,1/2/2013,35,PREPARED FOODS,2,0
2769,1/2/2013,36,PREPARED FOODS,0,0
2802,1/2/2013,37,PREPARED FOODS,169,0
2835,1/2/2013,38,PREPARED FOODS,157.953,0
2868,1/2/2013,39,PREPARED FOODS,61,0
2901,1/2/2013,4,PREPARED FOODS,109.062,0
2934,1/2/2013,40,PREPARED FOODS,38,0
2967,1/2/2013,41,PREPARED FOODS,67.649,0
3000,1/2/2013,42,PREPARED FOODS,0,0
3033,1/2/2013,43,PREPARED FOODS,35,0
3066,1/2/2013,44,PREPARED FOODS,616.862,0
3099,1/2/2013,45,PREPARED FOODS,318.04498,0
3132,1/2/2013,46,PREPARED FOODS,180.643,0
3165,1/2/2013,47,PREPARED FOODS,242.03601,0
3198,1/2/2013,48,PREPARED FOODS,149.826,0
3231,1/2/2013,49,PREPARED FOODS,311.105,0
3264,1/2/2013,5,PREPARED FOODS,135,0
3297,1/2/2013,50,PREPARED FOODS,177.325,0
3330,1/2/2013,51,PREPARED FOODS,240.70999,0
3363,1/2/2013,52,PREPARED FOODS,0,0
3396,1/2/2013,53,PREPARED FOODS,0,0
3429,1/2/2013,54,PREPARED FOODS,61,0
3462,1/2/2013,6,PREPARED FOODS,171.434,0
3495,1/2/2013,7,PREPARED FOODS,168,0
3528,1/2/2013,8,PREPARED FOODS,266.088,0
3561,1/2/2013,9,PREPARED FOODS,83,0
3594,1/3/2013,1,PREPARED FOODS,63,0
3627,1/3/2013,10,PREPARED FOODS,10,0
3660,1/3/2013,11,PREPARED FOODS,13,0
3693,1/3/2013,12,PREPARED FOODS,24,0
3726,1/3/2013,13,PREPARED FOODS,13,0
3759,1/3/2013,14,PREPARED FOODS,22,0
3792,1/3/2013,15,PREPARED FOODS,22,0
3825,1/3/2013,16,PREPARED FOODS,27,0
3858,1/3/2013,17,PREPARED FOODS,42,0
3891,1/3/2013,18,PREPARED FOODS,41,0
3924,1/3/2013,19,PREPARED FOODS,31,0
3957,1/3/2013,2,PREPARED FOODS,92.043,0
3990,1/3/2013,20,PREPARED FOODS,0,0
4023,1/3/2013,21,PREPARED FOODS,0,0
4056,1/3/2013,22,PREPARED FOODS,0,0
4089,1/3/2013,23,PREPARED FOODS,34,0
4122,1/3/2013,24,PREPARED FOODS,116.25,0
4155,1/3/2013,25,PREPARED FOODS,67.892,0
4188,1/3/2013,26,PREPARED FOODS,13,0
4221,1/3/2013,27,PREPARED FOODS,33,0
4254,1/3/2013,28,PREPARED FOODS,30.49,0
4287,1/3/2013,29,PREPARED FOODS,0,0
4320,1/3/2013,3,PREPARED FOODS,318.865,0
4353,1/3/2013,30,PREPARED FOODS,7,0
4386,1/3/2013,31,PREPARED FOODS,9,0
4419,1/3/2013,32,PREPARED FOODS,16,0
4452,1/3/2013,33,PREPARED FOODS,21,0
4485,1/3/2013,34,PREPARED FOODS,30,0
4518,1/3/2013,35,PREPARED FOODS,6,0
4551,1/3/2013,36,PREPARED FOODS,0,0
4584,1/3/2013,37,PREPARED FOODS,178.325,0
4617,1/3/2013,38,PREPARED FOODS,113.507,0
4650,1/3/2013,39,PREPARED FOODS,56,0
4683,1/3/2013,4,PREPARED FOODS,76.254,0
4716,1/3/2013,40,PREPARED FOODS,20,0
4749,1/3/2013,41,PREPARED FOODS,53.363,0
4782,1/3/2013,42,PREPARED FOODS,0,0
4815,1/3/2013,43,PREPARED FOODS,9,0
4848,1/3/2013,44,PREPARED FOODS,444.6,0
4881,1/3/2013,45,PREPARED FOODS,183.123,0
4914,1/3/2013,46,PREPARED FOODS,122.55,0
4947,1/3/2013,47,PREPARED FOODS,123.712,0
